2,Open,Close,High,Low,Volume,ATR,PL,pl_value,SMA_k7,SMA_k20,SMA_k50
2023-06-08 12:06:00,428.67,428.71,428.765,428.66,66316.0,0.08156650806609202,1,120.900000000006,1.000121653487539,1.0002641190090995,1.0001019022812137
2023-06-08 12:07:00,428.7,428.6799,428.74,428.64,167362.0,0.06313817047894961,1,94.70725571844696,1.0001516441727811,1.0003183658451968,1.0001451155271193
2023-06-08 12:08:00,428.68,428.69,428.74,428.67,85778.0,0.06468789538641818,1,97.03184307960555,1.0000816526496286,1.000257694456881,1.000078857575683
2023-06-08 12:09:00,428.69,428.7909,428.8,428.6801,51297.0,0.06186583024886194,1,92.7987453732726,1.000098315800349,1.0002594388649313,1.000083988485277
2023-06-08 12:10:00,428.79,428.72,428.82,428.72,90790.0,0.05088502445991234,0,-50.88502445988752,1.0003182723311366,1.0004526407152656,1.0003014038139246
2023-06-08 12:11:00,428.73,428.69,428.735,428.64,64938.0,0.06106787792519125,0,-61.06787792521118,1.0001216364602792,1.000263638633092,1.000143234190701
2023-06-08 12:12:00,428.67,428.69,428.7,428.64,43414.0,0.06010902792506028,0,0.0,0.999935019169345,1.0000839877377903,0.9999897311339808
2023-06-08 12:13:00,428.67,428.705,428.71,428.61,40574.0,0.05927538636375064,0,-59.27538636376539,0.9999200247923143,1.0000688222414822,0.9999892645844225
2023-06-08 12:14:00,428.7,428.68,428.73,428.66,38575.0,0.057185995621644566,0,-57.185995621637176,0.9999900030990392,1.0001224782601088,1.0000540407089038
2023-06-08 12:15:00,428.67,428.67,428.71,428.64,52768.0,0.048758393660801244,0,-48.75839366081891,0.9999200247923143,1.0000279943451422,0.9999775263408012
2023-06-08 12:16:00,428.67,428.7,428.71,428.61,50861.0,0.04739148004602763,0,-47.391480046030665,0.9999233568372365,1.00001749628204,0.9999779928794065
2023-06-08 12:17:00,428.7,428.72,428.76,428.665,46396.0,0.047245559126160706,1,70.86833868925169,1.0,1.0000956471227713,1.0000461089605546
2023-06-08 12:18:00,428.72,428.73,428.75,428.69,42384.0,0.047119402534822434,1,70.6791038022061,1.000076645972254,1.0001323883024729,1.0000941635589808
