,SMA_k7,prev1.7,prev2.7,prev1.7.prev2.7,SMA_k20,prev1.20,prev2.20,prev1.20.prev2.20,prev1.7.prev1.20,prev1.7.prev2.20,prev2.7.prev1.20,prev2.7.prev2.20,r7.20,SMA_k50,prev1.50,prev2.50,prev1.50.prev2.50,prev1.20.prev1.50,prev1.20.prev2.50,prev2.20.prev1.50,prev2.20.prev2.50,r20.50,prev1.7.prev1.50,prev1.7.prev2.50,prev2.7.prev1.50,prev2.7.prev2.50,r7.50,SMA_k100,prev1.100,prev2.100,prev1.100.prev2.100,prev1.50.prev1.100,prev1.50.prev2.100,prev2.50.prev1.100,prev2.50.prev2.100,r50.100,prev1.20.prev1.100,prev1.20.prev2.100,prev2.20.prev1.100,prev2.20.prev2.100,r20.100,prev1.7.prev1.100,prev1.7.prev2.100,prev2.7.prev1.100,prev2.7.prev2.100,r7.100,ATR
0,0.9998281732268433,-0.6362980578644706,2.736438905230898,-0.23252777785323162,0.99991869311999,0.23387005473218814,4.544723816947149,0.05145968471397386,-2.7207333516602423,-0.14000808046722943,11.700680997250712,0.6021133550573069,99.99094727463647,1.000561712599303,0.004585851662852747,3.870074756671116,0.0011849517002088389,50.998172624428776,0.060430371358860736,991.0315795343427,1.1743245551298704,99.93573415100579,-138.75242913300974,-0.1644149268092663,596.7133493211653,0.7070764978154256,99.92668724345307,1.0013694990542448,0.029346597947288444,3.8691549528380165,0.0075847564403598725,0.15626518859493452,0.0011852333955994796,131.87473258816706,1.000237727318836,99.91933182948904,7.969239063153389,0.06044473730902015,154.8637366794699,1.1746037241578047,99.85511782257949,-21.68217450647505,-0.1644540127289933,93.24552406878693,0.7072445892154632,99.84607821300156,1.1554013938682093
